content,polar
  六 六 叫 板 小 三 是 男 的 拈花惹草 破坏 家 庭 两 个 女人 却 针锋相对 弱智,-1
  六 六 叫 板 小 三 让 这 两 个 上 天堂 去 男人 薄情 所以 才 会 有 小 三 不 值得 女人 付出 一 片 真心,-1
  六 六 叫 板 小 三 对于 这样 更 不知羞耻 的 小三儿 更 要 心狠手辣   小三儿 本 就 是 个 名声 狼藉 毁 人 爱情 的 第三 者 绝对 要 捍卫 自己 的 爱情 自己 的 家庭 插足 别人 情感 破坏 别人 家 庭 的 第三者 就 该骂 之 人人 扇 之   支持 你 六六 捍卫 自己 的 家庭,-1
  六 六 叫 板 小 三   六 六 你 别 说 你 老公爱 你 多 过 爱 小 三 了 你 老公 要是 真 的 爱 你 爱 这个 家 又 怎 么 会 带 小三 退 一 步 说 就 算 它 一时 糊涂 也 不至于 纵容 小 三   要是 没有 你 老公撑腰 她 敢 这 么 嚣张 么   你 老公 要是 真 爱 你 的 话 你 又 何必 发 微博 了   直接 甩 了 小三 不 就 得 了,-1
  六 六 叫 板 小 三 小 三 真 够 下贱 的,-1
  六 六 叫 板 小 三 现在 像 这种 不 要 脸 的 女人 太 多 了 这种 男人 不 要 也罢   看 他们 也 能够 一起 生活 23年 吗,-1
  六 六 叫 板 小 三 好 女人   这 么 优秀 的 女人 老公 不 会 不 珍惜 的,1
  六 六 叫 板 小 三 我 真 的 无法 断定 到底 谁是谁非 少 来 夫妻 老 来 伴   现如今 的 男人 有 忠贞 的 吗   哪 个 没有 身体 出 过轨 只要 心 在 家 就 原谅 他 能 保证 以后 会 碰到 如意 的 吗   还 不 都 大同小异 得过且过,-1
  六 六 叫 板 小 三 小 三 有 错   你 的 老公 更 有 错   这样 的 男人 根本 就 不 值得 再 和 他 一起 生活   女人 自己 要 爱 自己,-1
  六 六 叫 板 小 三 她 老公真 是 男人,-1
  六 六 叫 板 小 三 平常心 你 关心 不 够 他 有 魅力 她 够 贱,0
  六 六 叫 板 小 三 上 得 了 厅堂 下 得 了 厨房 开 得 起 好 车 买 得 起 好 房 斗 得 过 小三 打 得 过流氓   真 牛,1
  六 六 叫 板 小 三 男人 都 靠 不 住,-1
  六 六 叫 板 小 三 为 了 一个 无耻 的 男人 还 争什 么 不 管怎 么 争 两 个 女人 都 是 可悲 的 名 女人 也 好 平民 女人 也 好 学会 潇洒 的 放弃 才 是 最 明智 的,-1
  六 六 叫 板 小 三 物以稀为贵 男人 成 抢手货 啦 haha,-1
  六 六 叫 板 小 三 男人 有 小三 都 女逼 的 老婆话 你 真窝囊 小三 说 真老实 老婆 说 你 就 天天 喝酒 赌博 不 务 真业 小三话 你 朋友 多 人聪明 天天 都 玩   要 抓紧 人 的 心 想 老公 的 优点,-1
  六 六 叫 板 小 三 可 恨 的 小三 比 小三 更 可 恨 的 是 纵容 小三横行 的 人 ...,-1
  六 六 叫 板 小 三   小三固然 可耻 但 关键 还 是 男人 们 自己   同时 当 老婆 的 一定 要 爱 自己 多 一点 你 都 不 好好 爱 自己 的 话 还 会 有 谁 来 爱,-1
  六 六 叫 板 小 三 小 三 不 可怕 可怕 的 是 那些 经 不 住 小 三 诱惑 的 小 瘪 三   一个巴掌拍不响 微博战 没意思   你 老公能 经得住 诱惑 吗,-1
  六 六 叫 板 小 三 我 支持 六 六 就 凭 她 能 公开 放话 这 才 这 是 有 主见 有 自信 的 女人,1
  六 六 叫 板 小 三 六 六 你 得 多 伤心 为 那个 男人 付出 的 所有 值得 吗 坚强 的 女人 支持 你,1
  六 六 叫 板 小 三 我 觉得 你 真 大度 不 过 你 也 是 也 个 聪明 的 女人 如果 你 老公真 爱 你 他 会 知道 该怎 么 做 如果 他 心 不 在 你 这 了 留 在 身边 有 如何,1
  六 六 叫 板 小 三 小三怎 么 那 么 不知 廉耻 呢   一不小心 当 了 第三者 不 觉得 愧疚 还 理直气壮 来 了 唉,-1
  六 六 叫 板 小 三   男人 出 来 做 这种 事 有 什 么 出奇 的,-1
  六 六 叫 板 小 三 说明 你 魅力 不 够,-1
  六 六 叫 板 小 三 你 老公值得 你 这样 吗   如果 你 不 是 个 疯子 就 不 应该 跟 那些 个 的 女人 玩 老公 保卫战 还 公开 挑战     或许 这 是 你 的 ‘ 手段 ’,-1
  六 六 叫 板 小 三 现在 的 小三忒 嚣张 了   如果 换 成 我   我 会 把 所有 财产 转 我 名下 再 拆 了 他 俩 然后 再 踢 了 那 三心二意 的 男人,-1
  六 六 叫 板 小 三 做 小三可耻 ＋ 缺 德,-1
  六 六 叫 板 小 三 呵呵 现在 的 小 三 不可理喻 原装 总 比 二手 的 好   真 痛恨 现在 的 小 三   六 六 加油,-1
  六 六 叫 板 小 三 见 光死 的 小 三 永远 都 是 贱人 的 象征   六 六 我 喜欢 你   正房 永远 都 是 有 震撼力 的   希望 那些 正 做 着 贱 小三 的 女人 多 点 自爱   小 三 永远 上 不 了 堂 的,-1
  六 六 叫 板 小 三 小 三 这 一直 是 很 普遍 很 严肃 的 问题   打倒 小三 加油   奋斗,-1
  六 六 叫 板 小 三   其实 说到底 就 是 这个 花心 的 男人 害 了 两 个 爱 他 的 女人 只能 说 两 个 女人 都 傻,-1
  六 六 叫 板 小 三 可耻 的 小 三,-1
  六 六 叫 板 小 三 你 是 我 的 偶像   我 喜欢 六 六 的 才气 这 么 有 才 的 女人 也 这 么 可怜 吗   作为 女人 真 可怜,0
  六 六 叫 板 小 三 雷丰繁 转播   六 六 叫 板 小 三 小三可恨 能 有 自己 的 老公可恨 吗   还是 自己 男人 不 争气,-1
  六 六 叫 板 小 三 说明 你 老公 在 长相 金钱 体力 方面 还 是 相当 不 错 的 你 值得 骄傲,1
  六 六 叫 板 小 三 那样 的 男人 不 爱 也 罢   干 嘛 作贱 自己   愚蠢   有 一 次 出轨 就 会 有 第二 次 男人 不 能 惯 的,-1
  六 六 叫 板 小 三 六 六 的 男人 很 帅 还是 很 有 钱   不 然 小 三 不 会 靠 过去 的   希望 六 六 战胜 小三,1
  六 六 叫 板 小 三   我 是 男人 但 不 得 不 说 男人 贱 结婚 还 乱 搞 跟 我 学学 不 结婚 不 就 行 了,-1
  六 六 叫 板 小 三 这个 小 三 也 真 可怜 真 傻,-1
  六 六 叫 板 小 三 老公真 欠k,-1
  六 六 叫 板 小 三 那 是 一个 无耻 的 男人 让 爱 着 自己 的 两 个 女人 去 为 他 火拼   六 六 叫 板 小 三 太 不 值 了   你们 俩 应该 联合 起 来 把 它 踢 出去,-1
  六 六 叫 板 小 三 支持 希望 你 老公 能够 做 回 男人 站 出 来 去 给 她 说 清楚 不 得 不 说 现在 不 是 男人 坏 了 变 了   是 有 的 女人 太 没 脸 了,-1
  六 六 叫 板 小 三 现实 有时候 远 比 戏剧 更 狗血,-1
  六 六 叫 板 小 三 找 个 小 四 来 惩罚 下 小 三   这样 的 男人 留 着 有 个 P用,-1
  六 六 叫 板 小 三 小三 不 是 好人,-1
  飘落 的 雪花 六 六 叫 板 小 三 现在 的 小 三 确实 太 猖狂   但 不 管 这 件 事情 是 谁 的 错 都 应该 骂 她 不 要 脸 下 三 滥 自己 都 不 知道 珍惜 自己 更有甚者 把 自己 拱手送 给 已婚 男人   今天   19 19   来 自 手机 腾讯 网 ...   昨天   09 46   来 自 腾讯 微博,-1
  六 六 叫 板 小 三 这 是 个 物欲横行 的 社会 人心 都 不 再 纯洁 真情 难 找,-1
  六 六 叫 板 小 三 这 女人 也 太 恶心 了 就 跟 电视剧 家 产 里 的 岳小 年 一样,-1
  六 六 叫 板 小 三 小 三 也 不 容易 呀   看好 自己 身边 人才 是 主要 的   已经 这样 了 想想别 的 办法 了   不 过 还是 很 支持 你 的,1
  六 六 叫 板 小 三 现在 不 要 脸 的 女人 可 真 不 少 真是 开眼 呀   周围 的 同事 也 有 这种 人 不 管 老 的 少 的 都 有 少 的 勾引 老头 和 个 N个 男人 有 染 每天 都 有 更新 超爱 杀 熟 真是 天生犯贱 根 可能 就 是 贱胚 从 骨头 逢 里 瞧 不 起 你 我 呸 想 要 钱 用 智慧 别 用 肉体 你 真是 比 妓女 还 恶心 小心 遭报 应,-1
  六 六 叫 板 小 三 不 一定 每个 小 三 都 是 为 了 金钱 而 去 跟 有 家 室 的 男人   极 少 部分 是   只 不 过 是 她 把 感情 寄托 在 错 的 人 身上 了 而已   所以 下场 都 是 一样 的   只 能 说   女人 太 笨 太 傻 了,-1
  六 六 叫 板 小 三 把 那 男 的 阉 了,-1
  六 六 叫 板 小 三 男人 没 几 个 好 的   你 觉得 好 的 只 是 还 没 给 你 发现 而已,-1
  六 六 叫 板 小 三 说 句 不 好听 的 话 为 这样 的 男人 值得 吗   太 累 了   这 说明 六六 还 是 内心 不 够 强大 如果 强大 的 话 不 要 争斗 来 了 就 来 了 去 了 就 去 了 本 来 就 事事 无常 时时无常,-1
  六 六 叫 板 小 三 小三 好好 的 人 不 做 非做贱人   男人 总经 不 起 诱惑,-1
  六 六 叫 板 小 三 干 的 漂亮,1
  六 六 叫 板 小 三 够 牛 的 呵呵,1
  六 六 叫 板 小 三 两 个 字 炒作,-1
  六 六 叫 板 小 三 小 三 很 可恶 不 要 脸 不 要 自己 家 庭 还 不 让 别人 家 庭好过 简直 太 过分 了 我 的 老公 要 有 了 小三 被 我 发现 我 是 受 不 了 什 么 事情 都 可以 忍唯独 这 件 事 不 可以,-1
  六 六 叫 板 小 三 两 个 都 不 是 东西,-1
  六 六 叫 板 小 三 两 字 悲壮,-1
  六 六 叫 板 小 三 给 男人 擦 屁股 很 伟大 嗦   只 会 增长 男人 嚣张气焰 愚蠢   这种 男人 还 当 香饽 饽,-1
  六 六 叫 板 小 三 我 最 讨厌 小三 去 破坏 别人 家 庭 真是 太 贱 了 世界 上 男人 那 么 多 为何 要 去 破坏 别人 家 庭 这种 人 我 要 用 全世界 最 肮脏 最 难 听 的 话 来 形容 那些 小 三,-1
  六 六 叫 板 小 三 女人 不 自重 正室 也 没 必要 给 她 留面子   尊重 是 互相 的 既然 她 都 不 要 脸 了 不 尊重 你们 夫妻 的 感情 你 尊重 她 干 嘛   还 口口声声 说 真 爱 放屁   也 就 是 现在 的 社会 不 允许 我 真 希望 有 条 法律 规定 当 小三 搞 外遇 的 人 统统 枪毙   强烈 要求 小三门 自重 还 我们 一 片 纯洁 的 社会   小三当道 太 肮脏,-1
  六 六 叫 板 小 三 够 狠 够 胆 大 用 在 某些 地方 肯定 会 很快 见效   小三 名儿 就 是 一个 破坏 别人 家 庭 的 主   有时 我 也 想 看看 小三 变成 新 的 女主人,0
  六 六 叫 板 小 三 这种 男人 不 要 也罢   不 直 得 你 去 爱,-1
  六 六 叫 板 小 三 好 恨   感觉 好像 在 玩阴 的,1
  六 六 叫 板 小 三   看 了 看 六 六 老师 真 欢乐 尤其 他 爱 我 多 过 你 时 我 忍 不 住 噗 了 出 来   他 应该 更 爱 偶 得 如果 没有 偶 得,-1
  六 六 叫 板 小 三 支持 小三 不 一定 都 是 坏 女人 只是 不 该 去 抢 别人 的 男人,0
  六 六 叫 板 小 三 从 六六 的 字句 里 能 看到 她 很 会 给 老公 留面子 也 抬高 了 自己 不 过 有 点 傻 换 做 是 我 那样 的 老公 坚决 休 了,-1
  六 六 叫 板 小 三 我 支持 你   六 六   小 三 都 是 一 群 没 心 没 肝 的 一 类   如果 真 的 喜欢 一个 人 会 在 背后 默默 地 注视 着 他 为 他 的 成功 而 高兴 为 他 的 失意 而 伤感   真正 的 感情 是 拥有 而 不 是 占有   而 这样 公然 叫嚣 的 一 类 无非 借机 成名 罢了,-1
  六 六 叫 板 小 三 小 三 分 两 种 一 种 为 爱 一 种 为 钱 不 过 我 个人 认为 不 管 是 哪 种 做 小三 是 不 道德 的,-1
  六 六 叫 板 小 三 社会 变质 了,-1
  六 六 叫 板 小 三 这 事 为什 么 做 老公 的 不 站 出 来 保护 老婆   不 就是 因为 这个 老公宠 着 那 小三 小三才那 么 嚣张 的 吗   小 三 够 贱 的 这样 来 伤害 别人 老婆,-1
  六 六 叫 板 小 三 徒劳 的 挣扎   鉴定 完毕,-1
  六 六 叫 板 小 三 这 2 个 傻乎乎 女人 以 男人 为 中心 真 他 干 爹 勒 不 要 脸   小 三 太 狂妄 干政 没 钱 没 男人 你 会 死   原配 也 不要 脸 热脸 去 贴 冷 屁股,-1
  六 六 叫 板 小 三 到底 是 男人 经 不 住 诱惑 还是 女人 耐 不 住 寂寞 即使 再 喜欢 也 不 当 小三 这 是 做人 的 道德 准 则   这个 社会   道德 缺失,-1
  六 六 叫 板 小 三 当 小三 还 是 人 吗   是 人 就 做 不 出 这样 的 事 这样 不 要 脸 的 人 活 着 只 会 给 这个 世界 抹黑 要 么 转正 在 有 小四 小五 岀 现,-1
  六 六 叫 板 小 三 都 是 蠢 蛋,-1
  六 六 叫 板 小 三 离婚 这种 明知故犯 的 男人 不 要 也罢 女人 永远 当 自强   那 小三自会 由 老天 收拾 她 的,-1
  六 六 叫 板 小 三 男人 就 爱 犯贱 虽然 说 男人 不 坏 女人 不 爱 可 你们 也 别杖 着 这 句 话 就 到处 放贱 嘛   女人 也 爱 犯贱 谁 让 她们 爱上 犯贱 的 男人 了 不 知道 之前 就算 了 知道 以后 还 跟 他 在 一起 到 最后 被 伤 得 遍体鳞伤 的 时候 才 哭诉 他 怎样 怎样 那 就 是 犯贱   VS 经典 电影 台词 长 得 美 不 是 女人 的 错 是 男人 贱 控制 不 了 自己,-1
  六 六 叫 板 小 三 小三固然 可恨 但是 男人 若 不 是 想 偷腥 那 便 也 不 会 有 小三,-1
  六 六 叫 板 小 三 小 三 有 其 存在 的 价值 就 像 婚姻 中 感情 的 试金石 能够 让 主人 家 及时 排查 隐患 检修 婚姻 并且 意思 到 不 足 从而 修身 正气 提升 超越 凡事 要 客观 虽 有 伤害 却 不 必 太 执扭 于 其中 拿 别人 的 错误 惩罚 自 个 不 值得 当 有 一 天 朋友 夸 你 越 来 越 优秀 气质 越 来 越 优雅 回想 是 不 是 也 有 她 的 促动 呢,1
  六 六 叫 板 小 三   66 好样 得 披露 出 来 让 小三身 败名裂 自食恶果   但是 你 的 爱人 也 有 问题   尴尬,-1
  六 六 叫 板 小 三   蜗居 影响 了 很多 人 生活 就 是 这 么 具有 戏剧性 自己 笔下 的 小三 竟然 成为 现实   我们 欣赏 你 的 才华 挺 你   咖啡,1
  六 六 叫 板 小 三 还 算 聪明   不 吵 不 闹,1
  六 六 叫 板 小 三 佩服 六六 其实 六六 是 用 自己 的 痛 把 家 里 的 丑事 展现 给 大 家 的 这 是 需要 很 大 的 勇气 她 已经 很 出名 了 不 需要 炒作 他 是 在 维护 自己 的 家庭 可恶 是 他 的 丈夫 有 本事 玩 小 三 缺 无 能力 摆平 此事   那个 小 三 你 就 应该 知道 自己 的 下场 还 叫嚣 啥   你 难道 没 看 lt 蜗居 gt 吗,0
  六 六 叫 板 小 三 赞,1
  六 六 叫 板 小 三 现在 什 么 社会 好 女人 太 辛苦 上 得 了 厅堂 下 得 了 厨房 开 得 起 好 车 买 得 起 好 房 斗 得 过 小三 打 得 过流氓   MD 听到 三 我 就 想 骂 人 怎 么 不 都 让 三 死 光光 呢   做 了 总 要 还 的 三 们 等 着,-1
  六 六 叫 板 小 三 赞同   俺 就 最 鄙视 痛恨 那些 做 小三 的 娘们,0
  她 将 自己 做 好 的 菜 全部 的 端 了 出 来 她 是 一个 好 妻子 一个 很 好 的 妻子 温柔 善良 爱 他 的 丈夫 六 六 叫 板 小 三 ←sg 6,1
  六 六 叫 板 小 三 精典,1
  六 六 叫 板 小 三 俩 个 可怜 的 女人 没有 可耻 的 男人 哪 有 小三   事后 还 都 是 人 家 小 三 错 了 什 么 人,-1
  她 将 自己 做 好 的 菜 全部 的 端 了 出 来 她 是 一个 好 妻子 一个 很 好 的 妻子 温柔 善良 爱 他 的 丈夫 六 六 叫 板 小 三 ←u 8 l,1
  名古屋 市长 否 认 南京大屠杀 这 是 历史 必须 正视,-1
  名古屋 市长 否 认 南京大屠杀 日本 你 啃 屎 去,-1
  名古屋 市长 否 认 南京大屠杀   他 是 腆 着 那 张 脸 来 的   真 想 再 跟 小 日本 再 来 一 次,-1
  名古屋 市长 否 认 南京大屠杀 这 说明 ZF 垃圾,-1
  名古屋 市长 否 认 南京大屠杀 美国 同志 们 你们 也 可以 否 认 投 过 两 颗 原子弹 的,0
  名古屋 市长 否 认 南京大屠杀 树 不 要 皮 必 死 无疑 人 不 要 脸 天下无敌,-1
  名古屋 市长 否 认 南京大屠杀 是 人 都 会 这样   又 何况 是 小 日本 呢,0
  名古屋 市长 否 认 南京大屠杀 派 个 特工 秘秘 潜入 干 掉 狗日 的,0
  名古屋 市长 否 认 南京大屠杀 谴责 循环 多次 谴责 中,0
  名古屋 市长 否 认 南京大屠杀 中国 政府 不 作为,-1
  名古屋 市长 否 认 南京大屠杀 灭 了 岛国   女 优 留下,0
  名古屋 市长 否 认 南京大屠杀 傻逼 都 这 么 认为,-1
  名古屋 市长 否 认 南京大屠杀 曆史 沒法 改變   公道 自 在 人心,-1
  名古屋 市长 否 认 南京大屠杀 侵越 战争 本 来 就 和 一些 恨 人 一样 的 喜欢 欺负人 告诉 你 么 把 人 逼 急 了 逼 急 了 我们 也 什 么 事 都 做 的 出 来 的   以牙还牙,-1
  名古屋 市长 否 认 南京大屠杀 小 日本什 么 时候 说 过 真话,-1
  名古屋 市长 否 认 南京大屠杀   你 给 我们 30万 人 杀 完 了 我 再 告诉 你 我们 没 杀  ,-1
  名古屋 市长 否 认 南京大屠杀 无视 中国,0
  名古屋 市长 否 认 南京大屠杀 直接 攻 下 来 算 了,0
  名古屋 市长 否 认 南京大屠杀 正常 今天 看到 报纸 我 惊 了,-1
  名古屋 市长 否 认 南京大屠杀 犯 我 中华者 虽 远 必 诛 .......,0
  名古屋 市长 否 认 南京大屠杀 扁 死 他,0
  名古屋 市长 否 认 南京大屠杀 美,0
  名古屋 市长 否 认 南京大屠杀 乖乖隆 地 洞,0
  名古屋 市长 否 认 南京大屠杀 狗 日本 我 擦,-1
  名古屋 市长 否 认 南京大屠杀 只 能 说 无奈,0
  名古屋 市长 否 认 南京大屠杀 不 是,0
  名古屋 市长 否 认 南京大屠杀 刚 在 南京 近 距离 感受 了 南京大屠杀 的 国耻   日本 就 闹 这 么 一 出   历史 如果 可以 这 么 轻易 被 否 认 日本 是 不 是 早 应该 被 灭N 多次 了 呢   很 是 过分 的 行为,-1
  名古屋 市长 否 认 南京大屠杀   你 他 吗 的 还 不 承认,-1
  名古屋 市长 否 认 南京大屠杀 w o   l i   ge   qu,0
  名古屋 市长 否 认 南京大屠杀 事实 已 定 不 必 争议,0
  名古屋 市长 否 认 南京大屠杀 呵   狗,-1
  名古屋 市长 否 认 南京大屠杀 事实 是 不 会 改变 的,0
  名古屋 市长 否 认 南京大屠杀 名古屋 市长 下台 ...,-1
  名古屋 市长 否 认 南京大屠杀 牛哄哄,-1
  名古屋 市长 否 认 南京大屠杀 日 老,-1
  名古屋 市长 否 认 南京大屠杀 本 来 作为 一 名 普通 的 老百姓 来 说 我 是 不 能 给 予 任何 评 价的哈,0
  名古屋 市长 否 认 南京大屠杀 唉,0
  名古屋 市长 否 认 南京大屠杀 作为 一个 市长 居然 胡言乱语 其实 是 好 事情 我们 应该 笑 说明 日本 整体 素质 最 少 高层 素质 简直 垃圾 的 一塌糊涂,-1
  名古屋 市长 否 认 南京大屠杀 地球 人 都 是 恶心 的   装什 么,-1
  名古屋 市长 否 认 南京大屠杀 你 的 情绪 牵动 着 我 的 思绪,0
  名古屋 市长 否 认 南京大屠杀 有 钱 就 该 去 日本,0
  名古屋 市长 否 认 南京大屠杀 畜生,-1
  名古屋 市长 否 认 南京大屠杀 小 日本 就 是 小 日本   心眼 小 的 被 鄙视,-1
  名古屋 市长 否 认 南京大屠杀 muyou,0
  名古屋 市长 否 认 南京大屠杀   发怒   真 他 妈操 蛋,0
  名古屋 市长 否 认 南京大屠杀 日 她 日本 人 天天日 小 日本,-1
  名古屋 市长 否 认 南京大屠杀 敢 做 要 敢 当,-1
  名古屋 市长 否 认 南京大屠杀 发表 下 个人 小小 的 意见 小 日本 日本 鬼子 我 奶奶 小时候 还 被 你们 的 一个 小 日本 打 过头 这 件 事 至 今 奶奶 都 没有 忘记 可想而知 你们 对 当时 的 中国 人民 的 残忍 和 恶毒 我 不 知道什 么 民 古屋 也 不 想 知道 我 只是 想 说 南京 35万 同胞 永远 在 我们 的 心里 长存   发怒,-1
  名古屋 市长 否 认 南京大屠杀 去 你 妹 的 敢 做 不 敢 认   人 渣   败类   我 诅咒 日本,-1
  名古屋 市长 否 认 南京大屠杀 把 狗日 的 都 屠掉,0
  名古屋 市长 否 认 南京大屠杀 行动,0
  名古屋 市长 否 认 南京大屠杀 他 说 不 承认 就 不 承认 凭什 么,-1
  名古屋 市长 否 认 南京大屠杀 中国 快快 灭 了 小 日本,0
  名古屋 市长 否 认 南京大屠杀 狗   太陽 的 小 日本,-1
  名古屋 市长 否 认 南京大屠杀    可以 去 死 了 咩,0
  名古屋 市长 否 认 南京大屠杀 真 不 要 脸 这种 人 他 出生 时 他 妈 就 没 给 他 脸,-1
  名古屋 市长 否 认 南京大屠杀 大 和 民族 是 一个 没有 担当 的 民族,-1
  名古屋 市长 否 认 南京大屠杀 胡说八道 小心 遭雷 劈 ...   劈 的 世界 上 没有 日本 这个 地方 ...,-1
  名古屋 市长 否 认 南京大屠杀 马勒 戈壁   狗日 的,-1
  名古屋 市长 否 认 南京大屠杀 求 道歉,0
  名古屋 市长 否 认 南京大屠杀 南京 —— 做 为 当年 中国 的 首都 30万 无辜 的 民众 被 杀   我 认为 南京 世代 不 应 与 日本 的 任何 一 座 城市 建立 友好 关系   可以 欢迎 他们 的 友好 访团 但 绝 不 能 与 他们 建立 友好 因为 这 是 不可磨灭 的 痛,0
  名古屋 市长 否 认 南京大屠杀 我 哪 知道,0
  名古屋 市长 否 认 南京大屠杀  ,0
  名古屋 市长 否 认 南京大屠杀 行动,0
  名古屋 市长 否 认 南京大屠杀 为什 么 做 过 的 事 不 敢 承认   抵制 日货,-1
  名古屋 市长 否 认 南京大屠杀 对于 日本 的 行为 把 我 穿越 回去   拿 上 枪炮   死 亦 何欢 呢,-1
  名古屋 市长 否 认 南京大屠杀 把 历史 拿 出 来 证据确凿 铁证如山 看 他们 还 敢 不 敢 狡辩,-1
  名古屋 市长 否 认 南京大屠杀 恩,0
  名古屋 市长 否 认 南京大屠杀 讨厌 的 南京 副 市长,-1
  名古屋 市长 否 认 南京大屠杀 又 不 是 第一 次 这 么 说,0
  名古屋 市长 否 认 南京大屠杀 怎 么 能 这样 看 来 日本 不 是 什 么 善良 的 国 家 地震 活 该,-1
  名古屋 市长 否 认 南京大屠杀 kl kl klk,0
  名古屋 市长 否 认 南京大屠杀 日本 又 缺 原子弹 的 安慰 了,-1
  名古屋 市长 否 认 南京大屠杀 日本 人   呸  ,-1
  名古屋 市长 否 认 南京大屠杀   他 怎 么不否定 他 自己 是 日本 人 呢,-1
  名古屋 市长 否 认 南京大屠杀 我们 真 的 不 应该 让 日本 货 横行 中国,0
  名古屋 市长 否 认 南京大屠杀 都 过去 了 何必 那 么 斤斤计较   并 不 是 所有 的 人 都 是 那个 样子,0
  名古屋 市长 否 认 南京大屠杀 公认 无理 挑衅   名古屋 市长 到底 要 干 啥,-1
  名古屋 市长 否 认 南京大屠杀 承认 了 又 能 怎 么 样,0
  名古屋 市长 否 认 南京大屠杀 历史 是 不 容 更改 的 日本 应该 好好 忏悔,-1
  名古屋 市长 否 认 南京大屠杀 小道消息 名古屋 市长 否 认 自己 是 一个 人,-1
  名古屋 市长 否 认 南京大屠杀 中国 你 是 不 是 太 没用 了 大屠杀 人 家 可以 理直气壮 的 对 中国 政府 说 没有 真 怀疑 你们 的 国籍 是 不 是 日本 的,-1
  名古屋 市长 否 认 南京大屠杀 还是 我 家 狗 狗 好 咬 了 人 都 主动 承认 的,-1
  名古屋 市长 否 认 南京大屠杀 和 畜生 有什 么 道理 好 讲 的   简直 比 垃圾 还 不 如,-1
  名古屋 市长 否 认 南京大屠杀   敢 做 不 敢 当   鄙视 你们,-1
  名古屋 市长 否 认 南京大屠杀 打 到 他 承认,0
  名古屋 市长 否 认 南京大屠杀   This   is   unacceptabl e,-1
  名古屋 市长 否 认 南京大屠杀 历史   改变 不 了,0
  名古屋 市长 否 认 南京大屠杀 忍无可忍 的 时候 无需 再 忍 了   日本 你 听 着 -.   http // ur l cn 3coPuV,0
  名古屋 市长 否 认 南京大屠杀 他 娘 的 那 次 日本 地震 还 没 把 他们 震醒 在 来 一 次 他 就 会 承认 了 南京 人门 的 冤魂会 去 找 他们 的 日本 猪,-1
  名古屋 市长 否 认 南京大屠杀 本性 难 改,-1
  名古屋 市长 否 认 南京大屠杀 他 应该 是 不 想 好 了,-1
  名古屋 市长 否 认 南京大屠杀 说 这 话 真 不 怕 被 吐沫 淹死,-1
  名古屋 市长 否 认 南京大屠杀 中国 的 同胞 们,0
  名古屋 市长 否 认 南京大屠杀 科学技术 是 生产力 而且 是 第一 生产力   邓小平,1
  名古屋 市长 否 认 南京大屠杀 真 不 知道 他们 靖国 神社 里 供奉 的 所谓 英雄 都 是 怎 么 写 的 生平   难道 不 是 在 侵华 战争 中 杀 敌 无数,0
  名古屋 市长 否 认 南京大屠杀 日本 怎 么 还 不 来 海啸 呢,0
  名古屋 市长 否 认 南京大屠杀 现在 就 是 灭 日本 最 好 时机,0
  名古屋 市长 否 认 南京大屠杀 应该 强硬 谴责 能 当 饭 吃 麽,0
  名古屋 市长 否 认 南京大屠杀 发奋,0
  彭宇 承认 撞 了 南京 老太 中国 人 永远 不 知道 真相,-1
  彭宇 承认 撞 了 南京 老太 官方 想 转移 南京 枪击案 的 视线 无耻,-1
  彭宇 承认 撞 了 南京 老太 说 实话 我 不 太 信   按理说 彭宇 如果 真 撞 人 了 那 他 也 把 那个 老太 扶起 来了呀 他 就算 那个 时候 说实话 也 不 会 怎 么 样 为什 么 现在 才 承认   五 年 了 唉   这 件 事 绝对 不 是 这样 很 可能 就 是 南京 市政府 搞 的 鬼   发怒,-1
  彭宇 承认 撞 了 南京 老太   真 撞 了 吗   其 实现 在 问题 的 关键 倒 不 是 彭宇 撞 人 了 吗 而是 人们 为什 么 不 相信 法官   难道 法院 的 判决 需要 当事人 再 向 公众 说明 吗   写 到 这 我 突然 想到 了 两 个 成语 画蛇添足 多此一举,-1
  彭宇 承认 撞 了 南京 老太 难以置信   真相 为什 么 总是 被 蒙蔽   假 亦 真 是 真 亦 假,0
  彭宇 承认 撞 了 南京 老太 我 看 是 他们 又 想 搞 个 和 事实 不 服 的 真相 出 来   tm 有 必要 么   真 当 网友 们 傻子   靠,-1
  彭宇 承认 撞 了 南京 老太 有意思 吗,-1
  彭宇 承认 撞 了 南京 老太   如今 这个 社会 道德 沦丧 法律 根本 没有 办法 来 约束 所有 的 事情   所以 恢复 人们 早已 丢掉 的 道德 才 是 根本 的 解决 办法 可是 当前 的 情况 是 贫富 差距 太 大 不 少 人 为 了 生计 为 了 先 富 起 来 不 但 丢掉 了 道德 更 践踏 了 法律 的 尊严 如果 这个 事情 解决 不 好 人们 就 会 变 得 更加 的 无耻,-1
  彭宇 承认 撞 了 南京 老太 真 的 累 了,0
  彭宇 承认 撞 了 南京 老太 ZF 再 拿 彭宇案 说 事儿 是 一 种 政治 手段 为 的 是 引导 民众 正 向 思考   在 大是大非 面前 即使 彭宇 没有 撞 到 这 位 南京 老太 他 也 会 承认 的   如果 真相 确实 如此 那 么 我 对 彭宇 只有 佩服 至于 ZF 嘛 功过 自有 时间 去 评论,0
  彭宇 承认 撞 了 南京 老太   真相 只 有 一个   但是 是 哪 个 呢,0
